SENTENCE_ID	SENTENCE_TEXT	NORMALIZED_TEXT
43761	eus e kenlabour gant bertrand cantat ez aio maez e 1999 ur remix eus kanaouenn noir désir, a ton étoile, hag a zo war an albom one trip, one noise eus ar strollad-mañ.	eus e kenlabour gant bertrand cantat ez aio maez e 1999 ur remix eus kanaouenn noir désir, a don étoile, hag a zo war an albom one trip, one noise eus ar strollad-mañ.
43825	eus tiegezh trastámara meur a rouanez a vez graet maría de trastámara pe trastamara anezho ivez: * maría de aragón (rouanez kastilha) pe maría de trastámara (1403-1445), infantez eus aragón.	eus tiegezh trastámara meur a rouanez a vez graet maría de trastámara pe drastamara anezho ivez: * maría de aragón (rouanez kastilha) pe varía de trastámara (1403-1445), infantez eus aragón.
43840	eus un tu ez a an etanol en aezhenn e-pad ar poazhañ ; eus un tu all ez a kuit ar co 2 tamm-ha-tamm diouzh ar bara goude ar poazhañ.	eus un tu ez a an etanol en aezhenn e-pad ar poazhañ ; eus un tu all ez a guit ar co 2 tamm-ha-tamm diouzh ar bara goude ar poazhañ.
43891	e vab robert a gemeras an arzour da patrom nemo.	e vab robert a gemeras an arzour da batrom nemo.
43907	e vamm a laboure a-wechoù evel servijourez pe gwerzherez en ur stal.	e vamm a laboure a-wechoù evel servijourez pe werzherez en ur stal.
43951	e varv a-raok mervel e rannas ar stad etre e vibien : da gian maria e roas an dugelezh, da philippe marie kontelezh pisa ha d'e vastard gabriel maria, aotrouniezh pisa.	e varv a-raok mervel e rannas ar stad etre e vibien : da gian maria e roas an dugelezh, da bhilippe marie kontelezh pisa ha d'e vastard gabriel maria, aotrouniezh pisa.
43969	e varv lakaet e oa un emgav etre div arme, unan dindan lisandros hag eben dindan paosanias sparta, da dagañ keoded haliartus, e boeotia.	e varv lakaet e oa un emgav etre div arme, unan dindan lisandros hag eben dindan baosanias sparta, da dagañ keoded haliartus, e boeotia.
43983	e varv war-dro 640 e tilezas e garg a roue da vont da vanac'h adarre da gwazel, nepell diouzh manati pempont, a oa bet diazezet gantañ, a-raok mervel evel ur sant.	e varv war-dro 640 e tilezas e garg a roue da vont da vanac'h adarre da wazel, nepell diouzh manati pempont, a oa bet diazezet gantañ, a-raok mervel evel ur sant.
44015	evel an holl jakanaed ez eo barrek ar spesad da gerzhout war plant war-neuñv an takadoù dour dous trovanel.	evel an holl jakanaed ez eo barrek ar spesad da gerzhout war blant war-neuñv an takadoù dour dous trovanel.
44019	evel an holl teoù skeudet eo uhel-mat al live kafein ennañ.	evel an holl deoù skeudet eo uhel-mat al live kafein ennañ.
44120	evel-just, ar seurt sillojism-mañ nad eo na reizh e-keñver ar furm na gwir e-keñver ar materi a vez graet un dromplezon anezhañ (fallâcia e latin).	evel-just, ar seurt sillojism-mañ nad eo na reizh e-keñver ar furm na wir e-keñver ar materi a vez graet un dromplezon anezhañ (fallâcia e latin).
44128	evel-just, en ur prantad ken drouk ha ken feulz hag hini ar brezel dizalc'hidigezh, pep ministr a c'helle bezañ harzet pe lazhet gant ar saozon (an arme, ar black and tans pe an auxiliaries,.	evel-just, en ur brantad ken drouk ha ken feulz hag hini ar brezel dizalc'hidigezh, pep ministr a c'helle bezañ harzet pe lazhet gant ar saozon (an arme, ar black and tans pe an auxiliaries,.
44135	evel-just e voe diskred war paolo giordano.	evel-just e voe diskred war baolo giordano.
44142	eveljust ne c’hello ket darwin respont d’ar seurt goulennoù met 50 bloavezh goude e vo dizoloet ar geneteg hag an holl prouennou o lavar e oa ar gwir dre vras gant darwin.	eveljust ne c’hello ket darwin respont d’ar seurt goulennoù met 50 bloavezh goude e vo dizoloet ar geneteg hag an holl brouennou o lavar e oa ar gwir dre vras gant darwin.
44155	evel kalz rummadoù sonerezh all ez a tamm-ha-tamm an idm da get.	evel kalz rummadoù sonerezh all ez a damm-ha-tamm an idm da get.
44160	evelkent, dre perzhioù zo, e tenn an doueed pe doueezed kehelet da harozed kentoc'h.	evelkent, dre berzhioù zo, e tenn an doueed pe doueezed kehelet da harozed kentoc'h.
44165	evel konfusius e pouez meng zi war deverioù ar renerien da-geñver ar bobl, war deverioù ar bobl da-geñver ar renerien, ha war perzhioù fall ar brezel.	evel konfusius e pouez meng zi war deverioù ar renerien da-geñver ar bobl, war deverioù ar bobl da-geñver ar renerien, ha war berzhioù fall ar brezel.
44173	evel ma c'haller implijout ar verboù evel anvioù e lakotaeg e talv kement hag "annez" pe ti end-eeun.	evel ma c'haller implijout ar verboù evel anvioù e lakotaeg e talv kement hag "annez" pe di end-eeun.
44261	evel re tirso de molina ha calderón de la barca e talc'h e oberennoù da vout c'hoariet.	evel re dirso de molina ha calderón de la barca e talc'h e oberennoù da vout c'hoariet.
44281	evel-se e c'hell ur wazh-dour, ur sterenn, un den arwarzh, ur maen pe kealioù difetis evel ar strujusted, tremen da zoueed.	evel-se e c'hell ur wazh-dour, ur sterenn, un den arwarzh, ur maen pe gealioù difetis evel ar strujusted, tremen da zoueed.
44344	evel-se e vroudas holl bobloù an unaniezh soviedel da gaout ur spered kalonek evit stankañ ouzh an enebourien, ken kriz e vezent pa kemerent tiriadoù ar c'hornôg.	evel-se e vroudas holl bobloù an unaniezh soviedel da gaout ur spered kalonek evit stankañ ouzh an enebourien, ken kriz e vezent pa gemerent tiriadoù ar c'hornôg.
44346	evel-se ez a pevarzek sonedenn an dastumad da sevel ur c'harlantezennad tortiset a fromoù lourennek; n'hall ket sonedenn ebet bezañ drezi hec'h-unan.	evel-se ez a bevarzek sonedenn an dastumad da sevel ur c'harlantezennad tortiset a fromoù lourennek; n'hall ket sonedenn ebet bezañ drezi hec'h-unan.
44385	evel war tachennoù all eus ar yezhoniezh e reer labourioù gwelloc’h bremañ eget na veze graet er c’hantvedoù tremenet.	evel war dachennoù all eus ar yezhoniezh e reer labourioù gwelloc’h bremañ eget na veze graet er c’hantvedoù tremenet.
44479	evit an amprouennoù e vez bannet 3d6 hag an disoc’h a rank bezañ uheloc’h pe kevatal d’an azon a zere gant doare an amprouenn.	evit an amprouennoù e vez bannet 3d6 hag an disoc’h a rank bezañ uheloc’h pe gevatal d’an azon a zere gant doare an amprouenn.
44500	evit an eil gwech e voe ret dezhañ dilezel e vennozh aloubiñ ar gêr vras pa teuas kroazidi d'he difenn.	evit an eil gwech e voe ret dezhañ dilezel e vennozh aloubiñ ar gêr vras pa deuas kroazidi d'he difenn.
44510	evitañ er micher sevener e oa ar memes hentenn : mont war raok tammig ha tammig en ur brederiañ mat war pep taol, rak pep fazi a c'hellfe koll e oberenn.	evitañ er micher sevener e oa ar memes hentenn : mont war raok tammig ha tammig en ur brederiañ mat war bep taol, rak pep fazi a c'hellfe koll e oberenn.
44527	evitañ, kement reolenn a-fed divezouriezh zo bet goveliet er vann gant tud a fell dezho lakaat mab-den da "sevel" betek o divezouriezh-i, a vez diazezet war korvoerezh ar yoc'hoù labourer peurvuiañ.	evitañ, kement reolenn a-fed divezouriezh zo bet goveliet er vann gant tud a fell dezho lakaat mab-den da "sevel" betek o divezouriezh-i, a vez diazezet war gorvoerezh ar yoc'hoù labourer peurvuiañ.
44540	evit ar bloavezh 1941 e chom galland gant ar stourm a-enep ar royal air force (raf) a-us da mor breizh ha norzh ar frañs.	evit ar bloavezh 1941 e chom galland gant ar stourm a-enep ar royal air force (raf) a-us da vor breizh ha norzh ar frañs.
44574	evit ar pezh a selle ouzh yañn moñforzh e plede-eñ d'ar gwir gall dre ma veze breizh ur bariezh c'hall abaoe 1297 e-lec'h ma veze boaz ha ret d'ober gant ar gwir gall na mui na ken, al lezenn salek peurgetket.	evit ar pezh a selle ouzh yañn moñforzh e plede-eñ d'ar gwir gall dre ma veze breizh ur bariezh c'hall abaoe 1297 e-lec'h ma veze boaz ha ret d'ober gant ar gwir gall na vui na gen, al lezenn salek peurgetket.
44640	evit a sell ouzh al lizherenn beta e voe implijet ar ger-drevezañ kavet en ur pezh-c'hoari skrivet gant aristofanes oc'h implijout al lizhrenn-se dre skrid evit ober diouzh son deñved o vlejal.	evit a sell ouzh al lizherenn beta e voe implijet ar ger-drevezañ kavet en ur bezh-c'hoari skrivet gant aristofanes oc'h implijout al lizhrenn-se dre skrid evit ober diouzh son deñved o vlejal.
44649	evit a sell ouzh ar gubouriezh e kinniger kalz oberennoù, en o zouez re pablo picasso pe re fernand léger.	evit a sell ouzh ar gubouriezh e kinniger kalz oberennoù, en o zouez re bablo picasso pe re fernand léger.
44658	evit a sell ouzh trenkegezh ar c'hwez, etre 4 ha 7 e vez e ph keitat : eus trenkidik da anvec'hiet (i.e. na trenk na bazek ) neuze.	evit a sell ouzh trenkegezh ar c'hwez, etre 4 ha 7 e vez e ph keitat : eus trenkidik da anvec'hiet (i.e. na drenk na bazek ) neuze.
44665	evit bezañ anavezet e kasas abel e fin miz here ur memor anvet enklask war perzhioù hollek ur rummad ledan fonksionoù trehontus.	evit bezañ anavezet e kasas abel e fin miz here ur memor anvet enklask war berzhioù hollek ur rummad ledan fonksionoù trehontus.
44692	evit danvezioù all evel piloù pe mekanikoù elektronek o deus da gas en-dro betek ar stal.	evit danvezioù all evel piloù pe vekanikoù elektronek o deus da gas en-dro betek ar stal.
44701	evit derc'hel dilhad-merc'hed evel saeoù pe brennidennoù e kav da lod eo gwelloc'h ober gant skoazigelloù : n'int ket ken tev na ken kalet ha brikoloù kezeg.	evit derc'hel dilhad-merc'hed evel saeoù pe brennidennoù e kav da lod eo gwelloc'h ober gant skoazigelloù : n'int ket ken tev na gen kalet ha brikoloù kezeg.
44726	evit dispartiañ div memes notenn ez eus tu ivez skeiñ anezho, da lâret eo reiñ un taol biz war an notenn dindan.	evit dispartiañ div vemes notenn ez eus tu ivez skeiñ anezho, da lâret eo reiñ un taol biz war an notenn dindan.
44743	evit don a-benn da vont gant un distruj aozet sklaer e voe implijet razhed an hentoù riboul pe "tunnel rats", soudarded a ment bihan gourdonet aratoz kaer da vont etrezek an hentoù dindan zouar.	evit don a-benn da vont gant un distruj aozet sklaer e voe implijet razhed an hentoù riboul pe "tunnel rats", soudarded a vent bihan gourdonet aratoz kaer da vont etrezek an hentoù dindan zouar.
44764	evit el lakaat da seniñ e c'hwezher en ur pigos lec'hiet e kreiz ar benveg.	evit el lakaat da seniñ e c'hwezher en ur bigos lec'hiet e kreiz ar benveg.
44766	evit enaouer ar rootkit ar pal a zo pe da gavout an tu da implij nerzh un urzhiataer pe meur a hini taget (ar c'hennaskoù rouedad, nerzh ar prosesor.	evit enaouer ar rootkit ar pal a zo pe da gavout an tu da implij nerzh un urzhiataer pe veur a hini taget (ar c'hennaskoù rouedad, nerzh ar prosesor.
44779	evit en ober ret eo ar skier gouzout mont buan evit an diarnaou hag kaout kalz a teknik evit gellout ober ar slalom.	evit en ober ret eo ar skier gouzout mont buan evit an diarnaou hag kaout kalz a deknik evit gellout ober ar slalom.
44810	evit gwir, ar feur gouennañ n’eo ken nemet 2,45 bugel dre vaouez, ha feur mervel ar vugale zo 20,91 marv evit 1000 ganedigezh.	evit gwir, ar feur gouennañ n’eo ken nemet 2,45 bugel dre maouez, ha feur mervel ar vugale zo 20,91 marv evit 1000 ganedigezh.
44904	evit korvoiñ e vez implijet 82 m€ roet gant ar rannvro ha 40m€ liammet da gwerzh an titouroù beajiñ.	evit korvoiñ e vez implijet 82 m€ roet gant ar rannvro ha 40m€ liammet da werzh an titouroù beajiñ.
44927	evit lyell e vo poent bras da darwin skrivañ war teorienn emdroadur ar spesadou rak e c’hello koll ur priolded reizh.	evit lyell e vo poent bras da darwin skrivañ war deorienn emdroadur ar spesadou rak e c’hello koll ur priolded reizh.
44932	evit ma teu an aezhenn d'ar glizhennadur ez eus ezhomm eus rannigoù solut bihan evel ar boultrenn, ar pollen pe kementadoù bihan aezhennoù aerosoloù.	evit ma teu an aezhenn d'ar glizhennadur ez eus ezhomm eus rannigoù solut bihan evel ar boultrenn, ar pollen pe gementadoù bihan aezhennoù aerosoloù.
44989	evit ober ur gwin gwenn sec'h e vez gounezet hag a zo bet roet an "anvadur kontrollet an orin" a.o.c. e 1937 (dazkemmet gant dekred an 19 a viz gwengolo 2001 ), a zo graet diwar skodoù-gwini anvet melon de bourgogne (an anv orin) pe muscadet er c'hornad.	evit ober ur gwin gwenn sec'h e vez gounezet hag a zo bet roet an "anvadur kontrollet an orin" a.o.c. e 1937 (dazkemmet gant dekred an 19 a viz gwengolo 2001 ), a zo graet diwar skodoù-gwini anvet melon de bourgogne (an anv orin) pe vuscadet er c'hornad.
45007	evit pep bundle e vez tu da glikañ war munudoù evit gwelet munudoù ouzhpenn tro-dro d'ar bundle.	evit pep bundle e vez tu da glikañ war vunudoù evit gwelet munudoù ouzhpenn tro-dro d'ar bundle.
45051	evit se e rank pe mont a-c'haol war gof ar vaouez pe gourvez tal-ouzh-tal ganti.	evit se e rank pe vont a-c'haol war gof ar vaouez pe gourvez tal-ouzh-tal ganti.
45101	evit treuziñ ar mogerioù pe ar speurennoù a zo tro-dro d'ar gambr e vez un nor peurvuiañ, div pe muioc'h a-wechoù, ha prenestroù da reiñ gouloù hag aer fresk.	evit treuziñ ar mogerioù pe ar speurennoù a zo tro-dro d'ar gambr e vez un nor peurvuiañ, div be muioc'h a-wechoù, ha prenestroù da reiñ gouloù hag aer fresk.
45105	evit trugarekaat ar re pazzi en doa prometet ar pab reiñ dezho mengleuzioù alum tolfa, a-bouez evit livañ gloaneier ha danvezioù, un dra ret en armerzh firenze.	evit trugarekaat ar re bazzi en doa prometet ar pab reiñ dezho mengleuzioù alum tolfa, a-bouez evit livañ gloaneier ha danvezioù, un dra ret en armerzh firenze.
45192	e vrud gant skoazell an eskob giovanni da tossignano e lakaas sevel ospital sant'anna, kentañ ospital ferrara, digor hiziv c'hoazh.	e vrud gant skoazell an eskob giovanni da dossignano e lakaas sevel ospital sant'anna, kentañ ospital ferrara, digor hiziv c'hoazh.
45314	e vuhez ganet e oa e ti tud dister, hag erbedet e voe gant e genderv luca signorelli da vont da ziskibl gant guglielmo da marsiglia da zeskiñ ar vicher livañ gwer.	e vuhez ganet e oa e ti tud dister, hag erbedet e voe gant e genderv luca signorelli da vont da ziskibl gant guglielmo da varsiglia da zeskiñ ar vicher livañ gwer.
45347	e vuhez hervez gregor teurgn e voe anvet da roue war-lerc'h teodomir, hep na oufemp pe e teuas tre war e lerc'h pe meur a vloaz goude.	e vuhez hervez gregor teurgn e voe anvet da roue war-lerc'h teodomir, hep na oufemp pe e teuas tre war e lerc'h pe veur a vloaz goude.
45373	e vuhez mab e oa da ferrante gonzaga (1544-1586), iañ markiz castiglione delle stiviere, ha da marta tana di santena, kontez eus piemonte.	e vuhez mab e oa da ferrante gonzaga (1544-1586), iañ markiz castiglione delle stiviere, ha da varta tana di santena, kontez eus piemonte.
45375	e vuhez mab e oa da garl iañ hessen-kassel ha da maria amalia kourland.	e vuhez mab e oa da garl iañ hessen-kassel ha da varia amalia kourland.
45378	e vuhez mab e oa da lorenzo il vecchio ha da ginevra cavalcanti, niz enta da gcosimo il vecchio a rene e kêr firenze, ha kenderv da piero il gottoso ( a renas goude marv e dad cosimo e 1459).	e vuhez mab e oa da lorenzo il vecchio ha da ginevra cavalcanti, niz enta da gcosimo il vecchio a rene e kêr firenze, ha kenderv da biero il gottoso ( a renas goude marv e dad cosimo e 1459).
45380	e vuhez mab e oa da michael d. jones, unan eus ar re a empentas krouiñ ar wladfa.	e vuhez mab e oa da vichael d. jones, unan eus ar re a empentas krouiñ ar wladfa.
45396	e vuhez manuel godoy a oa mab da josé de godoy y sánchez de los ríos, ha da maria antonia justa álvarez de faria y sánchez sarzosa, a orin portugalat.	e vuhez manuel godoy a oa mab da josé de godoy y sánchez de los ríos, ha da varia antonia justa álvarez de faria y sánchez sarzosa, a orin portugalat.
45413	e vuhez paul kagame a voe ganet d'an war torgenn nyarutovu e kumun tambwe, proviñs ar su (prefeti kozh gitarama) tost eus kreiz ruhango.	e vuhez paul kagame a voe ganet d'an war dorgenn nyarutovu e kumun tambwe, proviñs ar su (prefeti kozh gitarama) tost eus kreiz ruhango.
45420	e vuhez rouantelezh lupus a oa heñvel moarvat ouzh hini caribert ii (en gwer-pour) e 628. ar roue vizigot wamba, enebour da lupus n'ouzer ket pegoulz e voe lakaet da zug akitania na gwaskogn.	e vuhez rouantelezh lupus a oa heñvel moarvat ouzh hini caribert ii (en gwer-pour) e 628. ar roue vizigot wamba, enebour da lupus n'ouzer ket pegoulz e voe lakaet da zug akitania na waskogn.
45481	executive education executive mba an esc rennes school of business a zo etrebroadel-tre : 80 % eus ar gelennerien-enklaskerien a zo estren, 40% eus an dud a kemer perzh ivez, hag e vez desket pep tra e saozneg.	executive education executive mba an esc rennes school of business a zo etrebroadel-tre : 80 % eus ar gelennerien-enklaskerien a zo estren, 40% eus an dud a gemer perzh ivez, hag e vez desket pep tra e saozneg.
45514	e yezhoù all avat ne vez ket kavet nemeur kelfoù implijet dreze o-unan evel gerioù boas (lemmaoù) pe gwezh ebet.	e yezhoù all avat ne vez ket kavet nemeur kelfoù implijet dreze o-unan evel gerioù boas (lemmaoù) pe wezh ebet.
45536	e yezhoù all *théodebert, pe thibert e galleg.	e yezhoù all *théodebert, pe dhibert e galleg.
45544	e zad, katsuji miyazaki, a zo neuze rener miyazaki airplane, un embregerezh sevel kirri-nij a oa d'e vreur (eontr hayao) hag a produe gouarnoù ar zero (karr-nij japanat).	e zad, katsuji miyazaki, a zo neuze rener miyazaki airplane, un embregerezh sevel kirri-nij a oa d'e vreur (eontr hayao) hag a brodue gouarnoù ar zero (karr-nij japanat).
45716	ez-resis evit ma talvez an hirder da berzh fonemek e rankfe an holl elfennoù all eus ar gerioù diforc'et dre an hirder vogalennek pe kensonennel-se bezañ peuzheñvel.	ez-resis evit ma talvez an hirder da berzh fonemek e rankfe an holl elfennoù all eus ar gerioù diforc'et dre an hirder vogalennek pe gensonennel-se bezañ peuzheñvel.
45846	farserezh dre fent a-wechoù e komzer eus prenañ pe gwerzhañ un air guitar e saozneg, evel pa vijent gitaroù dre aer, evel ma'z eus gitaroù tredan, evel pa vije anezho.	farserezh dre fent a-wechoù e komzer eus prenañ pe werzhañ un air guitar e saozneg, evel pa vijent gitaroù dre aer, evel ma'z eus gitaroù tredan, evel pa vije anezho.
45874	fe del valle ramos (remedios 1917 - 1961) zo ur vilisianez ha labourerez kuban lakaet da harozez goude bet lazhet e la habana en ur gwalldaol en el encanto, da vare darvoudoù playa girón.	fe del valle ramos (remedios 1917 - 1961) zo ur vilisianez ha labourerez kuban lakaet da harozez goude bet lazhet e la habana en ur walldaol en el encanto, da vare darvoudoù playa girón.
45885	feiz karet hon tadou, morse ni n'ho nac'ho, kentoc'h ni a varvo, kentoc'h ni a varvo, kentoc'h ni a varvo!	feiz karet hon zadou, morse ni n'ho nac'ho, kentoc'h ni a varvo, kentoc'h ni a varvo, kentoc'h ni a varvo!
45904	fellout a ra dezhañ diorren ul labour-douar padus, doujus en-keñver an endro, diazezet war un doare da vagañ chatal gant plant ar vro, oc'h ober gant stuzioù studiet mat, o sevel al loened war plouz o produiñ teil aes da implijout ha n'eo ket hañvouez..	fellout a ra dezhañ diorren ul labour-douar padus, doujus en-keñver an endro, diazezet war un doare da vagañ chatal gant plant ar vro, oc'h ober gant stuzioù studiet mat, o sevel al loened war blouz o produiñ teil aes da implijout ha n'eo ket hañvouez..
45937	fellout a rae dezhañ lazhañ anezho holl pe kas anezho e rusia pe c'hoazh implij anezho war an talbenn soviedel.	fellout a rae dezhañ lazhañ anezho holl pe gas anezho e rusia pe c'hoazh implij anezho war an talbenn soviedel.
45958	fennañ a reer dour war penn an den en ur lavaret ar c'homzoù da-heul : « da vadeziñ a ran en anv an tad, ar mab hag ar spered santel ».	fennañ a reer dour war benn an den en ur lavaret ar c'homzoù da-heul : « da vadeziñ a ran en anv an tad, ar mab hag ar spered santel ».
46017	feunteun vaglan tost d'an iliz, en ur park digleuz, e oa gwechall ur puñs a veze graet ffynnon faglan (feunteun vaglan) anezhañ.	feunteun vaglan tost d'an iliz, en ur bark digleuz, e oa gwechall ur puñs a veze graet ffynnon faglan (feunteun vaglan) anezhañ.
46072	filmoù berr diazezet war a piece of wood ha the small assassin a zeuas er-maez e 2005 hag e 2007.	filmoù berr diazezet war a biece of wood ha the small assassin a zeuas er-maez e 2005 hag e 2007.
46132	fin e vuhez aet eo da anaon er bloavezh 1976 en ur gwallzarvoud karr-tan.	fin e vuhez aet eo da anaon er bloavezh 1976 en ur wallzarvoud karr-tan.
46135	fin e vuhez goude e varv, d'ar 16 a viz kerzu 1969, e laoskas war e lerc'h e-leizh a varzhonegoù, a ganaouennoù pe a gontadennoù dastumet pe krouet gantañ.	fin e vuhez goude e varv, d'ar 16 a viz kerzu 1969, e laoskas war e lerc'h e-leizh a varzhonegoù, a ganaouennoù pe a gontadennoù dastumet pe grouet gantañ.
46179	fjæregranitt3.jpg ar greunvaen, pe maen-greun, hag ivez greunit, a zo ur garregad hag a ya strink feldspat, mika ha kouarz d'hec'h ober.	fjæregranitt3.jpg ar greunvaen, pe vaen-greun, hag ivez greunit, a zo ur garregad hag a ya strink feldspat, mika ha kouarz d'hec'h ober.
46183	flammeg an andoù (phoenicopterus andinus pe phoenicoparrus andinus) a zo un evn hirc'harek.	flammeg an andoù (phoenicopterus andinus pe bhoenicoparrus andinus) a zo un evn hirc'harek.
46215	;fluctuat nec mergitur :hejañ a ra met mont d'ar strad ne ra ket.	;fluctuat nec mergitur :hejañ a ra met mont d'ar strad ne ra get.
46249	forkys phorkys pe phorkos ( henc'hresianeg : φόρκυς phórcus, φόρκυν phórcun pe φόρκος phórcos) a oa unan eus doueed ar mor.	forkys phorkys pe bhorkos ( henc'hresianeg : φόρκυς phórcus, φόρκυν phórcun pe φόρκος phórcos) a oa unan eus doueed ar mor.
46270	forzh penaos eo bet skritur vin a kalz koshoc'h eget hini ar sumeridi hag hini an henegiptiz koshañ.	forzh penaos eo bet skritur vin a galz koshoc'h eget hini ar sumeridi hag hini an henegiptiz koshañ.
46307	framm dre ma kemm anvioù ar c'hontadennoù eus an eil bro d'eben ez eus bet roet un niverenn da bep doare : kabellig ruz zo « at 333 ».	framm dre ma c'hemm anvioù ar c'hontadennoù eus an eil bro d'eben ez eus bet roet un niverenn da bep doare : kabellig ruz zo « at 333 ».
46370	frañs azia reter-nesañ reter-kreiz iskevandir indezat reter-pellañ afrika amerikaoù * 2 a viz meurzh : dizalc’higezh teksas a oa dindan mec'hiko betek-henn.	frañs azia reter-nesañ reter-kreiz iskevandir indezat reter-pellañ afrika amerikaoù * 2 a viz meurzh : dizalc’higezh teksas a oa dindan vec'hiko betek-henn.
46467	friket e voe khanelezh an avared koulskoude gant ar vulgared dindan khan krum e deroù an ha dont a reas treuzsilvania, a-gevret gant pannonia da vezañ un tamm eus impalaeriezh kentañ bulgaria.	friket e voe khanelezh an avared koulskoude gant ar vulgared dindan ghan krum e deroù an ha dont a reas treuzsilvania, a-gevret gant pannonia da vezañ un tamm eus impalaeriezh kentañ bulgaria.
46499	fugazi a zo unan eus ar strolladoù underground nemeto a zo deuet a-benn da vezañ brudet hep cheñch emzalc'h a-fet skignañ e bladennoù (bepred dre tiez-embann dizalc'h), da lavaret eo eo chomet stag ouzh an tezm-spered diy.	fugazi a zo unan eus ar strolladoù underground nemeto a zo deuet a-benn da vezañ brudet hep cheñch emzalc'h a-fet skignañ e bladennoù (bepred dre diez-embann dizalc'h), da lavaret eo eo chomet stag ouzh an tezm-spered diy.
46506	fuloret an tamm outañ, e tisklêrias kerkent hag an deiz war-lerc'h en ur pennad eus le monde d'an 3 a viz even 2005 « ne chomo eñvor ebet eus chirac, war-bouez ma adreizhadennoù « de chirac on ne se souviendra de rien, sauf de mes réformes », ».	fuloret an tamm outañ, e tisklêrias kerkent hag an deiz war-lerc'h en ur bennad eus le monde d'an 3 a viz even 2005 « ne chomo eñvor ebet eus chirac, war-bouez ma adreizhadennoù « de chirac on ne se souviendra de rien, sauf de mes réformes », ».
46516	fulup bro-c'hall pe philippe de france e galleg, zo bet anv meur a zen.	fulup bro-c'hall pe bhilippe de france e galleg, zo bet anv meur a zen.
46520	fulvio pellegrino morato, pe moreto pe moretto, ganet e mantova war-dro 1483, ha marvet e ferrara e 1548, a oa ul lenneg italian eus deroù ar xvivet kantved.	fulvio pellegrino morato, pe voreto pe voretto, ganet e mantova war-dro 1483, ha marvet e ferrara e 1548, a oa ul lenneg italian eus deroù ar xvivet kantved.
46560	gaius suetonius paulinus, pe paullinus, a oa ur jeneral roman eus ar iañ kantved a drec'has ar vrezhoned emsavet en enez vreizh gant ar rouanez boudika er bloaz 61 e watling street.	gaius suetonius paulinus, pe baullinus, a oa ur jeneral roman eus ar iañ kantved a drec'has ar vrezhoned emsavet en enez vreizh gant ar rouanez boudika er bloaz 61 e watling street.
46569	galen a c’hallas studiañ an arnodennoù-se met dre ma ne ra ket meneg eus e ziagentidi ne c’heller ket gouzout ha pouezus e voe o levezon war e stummadur.	galen a c’hallas studiañ an arnodennoù-se met dre ma ne ra get meneg eus e ziagentidi ne c’heller ket gouzout ha pouezus e voe o levezon war e stummadur.
46615	galloud a reer kejañ ivez gant unkorneged hogsmeade hogsmeade pe pré-au-lard,e galleg, zo ur geriadenn hud.	galloud a reer kejañ ivez gant unkorneged hogsmeade hogsmeade pe bré-au-lard,e galleg, zo ur geriadenn hud.
46631	galloudoù lec’hel kuzulioù ar c’hêrioù hag ar c’hêriadennoù dilennet e vez ar c’huzulioù lec’hel evit ur respet pevar bloaz e kement kêr pe kêriadenn zo en iran.	galloudoù lec’hel kuzulioù ar c’hêrioù hag ar c’hêriadennoù dilennet e vez ar c’huzulioù lec’hel evit ur respet pevar bloaz e kement kêr pe gêriadenn zo en iran.
46676	gallout a ra bezañ tric'hornek pe karrezennek.	gallout a ra bezañ tric'hornek pe garrezennek.
46687	gallout a rae an den kondaonet chom stag aze pe un nebeud eurvezhioù hepken, pe meur a zevezh, dindan ar seizh amzer.	gallout a rae an den kondaonet chom stag aze pe un nebeud eurvezhioù hepken, pe veur a zevezh, dindan ar seizh amzer.
46694	gallout a raent bezañ kreizennoù politikel ar pobloù galian (graet e vez ivez " keodedoù " anezho diwar skouer kevredigezhioù ar mor kreizdouar ), lec'hioù-difenn, pe kreizennoù kenwerzh hag artisanerezh.	gallout a raent bezañ kreizennoù politikel ar pobloù galian (graet e vez ivez " keodedoù " anezho diwar skouer kevredigezhioù ar mor kreizdouar ), lec'hioù-difenn, pe greizennoù kenwerzh hag artisanerezh.
46735	gallout a ra lazhañ un den e korf div pe dek eurvezh.	gallout a ra lazhañ un den e korf div be dek eurvezh.
46738	gallout a ra mont en un tenn betek 15 000 km (kement hag adalek chicago betek sydney), gant un tizh a mach 0.85 (1,050 km/h).	gallout a ra mont en un tenn betek 15 000 km (kement hag adalek chicago betek sydney), gant un tizh a vach 0.85 (1,050 km/h).
46792	gallout a reer kavout bakteri e kement seurt metoù zo war an douar : en douar, en dour dous pe sal pe meizh, en aer, en islonkoù ar morioù, e pluskenn an douar, war groc'hen hag e-barzh bouzelloù ar vevien.	gallout a reer kavout bakteri e kement seurt metoù zo war an douar : en douar, en dour dous pe sal pe veizh, en aer, en islonkoù ar morioù, e pluskenn an douar, war groc'hen hag e-barzh bouzelloù ar vevien.
46797	gallout a reer kevanaat ar rekedoù sql e-barzh goulevioù skrivet war-bouez aregoù arall evel da skouer pe php pe kas rag-eeun rekedoù sql d'ar rasv (reizhiad ardeiñ ar stlennvon).	gallout a reer kevanaat ar rekedoù sql e-barzh goulevioù skrivet war-bouez aregoù arall evel da skouer pe bhp pe gas rag-eeun rekedoù sql d'ar rasv (reizhiad ardeiñ ar stlennvon).
